First Name,Last Name,Gender,Team,Status,Car,Nationality,DOB,Traits,Fame,Scouting Level,Weight,Wages,Contract End,Contract Start,Qualifying Bonus Amount,Qualifying Bonus Position,Race Bonus Amount,Race Bonus Position,Champion Bonus,Pay Driver,Braking,Cornering,Smoothness,Overtaking,Consistency,Adaptability,Fitness,Feedback,Focus,Optimal Zone,Driving Style,Driver Number,Races,Wins,Podiums,Poles,DNFs,DNFs via error,DNS,Career Points,Championships,Form,Experience,Morale,Obedience,Potential,Patience,Chairman Popularity,Fans Popularity,Sponsor Popularity,Skin Colour,Hair,Hair Colour,Glasses,Accessory,Facial Hair,Body Type,Hat,Helmet Style,Helmet Primary Colour,Helmet Secondary Colour,Helmet Tertiary Colour,Marketability,Brake Supplier Preference,Improvement Rate,Peak Duration,Peak Age,Desired Championships,Desired Wins,Desired Earnings,Desired Budget,Stars,Series Preference,Reward ID
Tsoi,Xiaojing,F,55,Equal,1,HongKong,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,0,5,9,4,0,0,0,6,0,7,4,0,50,2,50,5,30,1,1,0,100,0.1,Any,
Paul,Tolisso,M,55,Equal,2,France,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,1,1,0,0,0,0,0,6,0,4,9,9,50,2,50,5,30,1,1,0,100,0.1,Any,
Patryk,Dronia,M,55,Equal,2,Poland,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,2,6,5,0,0,3,0,6,0,4,9,9,50,2,50,5,30,1,1,0,100,0.1,Any,
Mathilde,Noir,F,55,Equal,2,France,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,2,5,3,1,0,0,0,7,0,3,4,7,50,2,50,5,30,1,1,0,100,0.1,Any,
Chun,Ae,F,56,Equal,1,SouthKorea,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,0,4,2,2,0,0,0,6,0,7,4,0,50,2,50,5,30,1,1,0,100,0.1,Any,
Renée,Côté,F,56,Equal,1,Canada,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,1,1,8,0,0,0,0,10,0,6,6,6,50,2,50,5,30,1,1,0,100,0.1,Any,
Carlos,Pinho,M,56,Equal,1,Brazil,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,2,6,9,0,0,0,0,15,0,8,0,10,50,2,50,5,30,1,1,0,100,0.1,Any,
Jente,Vancluysen,M,56,Equal,2,Belgium,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,1,3,2,0,0,7,0,9,0,8,0,10,50,2,50,5,30,1,1,0,100,0.1,Any,
Jesus,Teixeira,M,56,Equal,2,Mexico,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,3,6,9,1,0,7,0,15,0,8,0,10,50,2,50,5,30,1,1,0,100,0.1,Any,
Brigitte,Gaubert,F,56,Equal,2,France,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,1,3,6,0,0,0,0,9,0,8,0,10,50,2,50,5,30,1,1,0,100,0.1,Any,
Raquel,Peres,F,57,Equal,1,Brazil,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,1,6,8,1,0,0,0,14,0,2,7,0,50,2,50,5,30,1,1,0,100,0.1,Any,
Ivone,Fonseca,F,57,Equal,1,Brazil,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,4,5,8,1,0,0,0,5,0,2,0,3,50,2,50,5,30,1,1,0,100,0.1,Any,
Ling,Dèng,M,57,Equal,1,China,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,3,3,6,0,0,0,0,12,0,9,8,1,50,2,50,5,30,1,1,0,100,0.1,Any,
Logan,Richards,M,57,Equal,2,UK,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,1,6,0,1,0,0,0,10,0,6,6,6,50,2,50,5,30,1,1,0,100,0.1,Any,
Blake,Edwards,M,57,Equal,2,UK,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,1,2,0,1,0,0,0,10,0,6,6,6,50,2,50,5,30,1,1,0,100,0.1,Any,
Brad,Walker,M,57,Equal,2,Canada,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,1,4,3,0,0,0,0,11,0,6,3,1,50,2,50,5,30,1,1,0,100,0.1,Any,
Janko,Kujović,M,58,One,1,Montenegro,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,5,3,7,0,0,3,0,11,0,8,4,0,50,2,50,5,30,1,1,0,100,0.1,Any,
Pepita,Gaspar,F,58,Equal,1,Mexico,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,2,4,7,0,0,0,0,16,0,0,3,4,50,2,50,5,30,1,1,0,100,0.1,Any,
Elisa,Kahl,F,58,Equal,1,Austria,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,1,4,8,1,0,8,0,16,0,8,1,1,50,2,50,5,30,1,1,0,100,0.1,Any,
Remo,Zuber,M,58,Equal,2,Switzerland,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,5,6,7,0,0,0,0,11,0,8,4,0,50,2,50,5,30,1,1,0,100,0.1,Any,
Callie,McCabe,F,58,Equal,2,Ireland,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,1,2,0,0,0,0,0,11,0,8,4,0,50,2,50,5,30,1,1,0,100,0.1,Any,
Rolf,Richter,M,58,Equal,2,Germany,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,0,5,1,0,0,6,0,11,0,8,4,0,50,2,50,5,30,1,1,0,100,0.1,Any,
Mei,Hu,F,59,Equal,1,China,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,2,4,6,1,0,0,0,16,0,5,6,5,50,2,50,5,30,1,1,0,100,0.1,Any,
Valburga,Kumar,F,59,One,1,Slovenia,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,0,6,2,0,0,0,0,4,0,8,3,7,50,2,50,5,30,1,1,0,100,0.1,Any,
Cyril,Boissieu,M,59,Equal,1,France,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,0,6,3,0,0,0,0,0,0,5,8,7,50,2,50,5,30,1,1,0,100,0.1,Any,
Gao,Hanwen,M,59,Equal,2,China,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,0,5,7,0,0,6,0,16,0,5,6,5,50,2,50,5,30,1,1,0,100,0.1,Any,
Yasir,Fandi,M,59,Equal,2,Singapore,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,3,3,2,0,0,5,0,16,0,5,6,5,50,2,50,5,30,1,1,0,100,0.1,Any,
April,Fawcett,F,59,Equal,2,UnitedStates,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,3,6,7,0,0,2,0,16,0,5,6,5,50,2,50,5,30,1,1,0,100,0.1,Any,
Elena,Fedorova,F,60,Equal,1,RussianFederation,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,0,2,8,0,0,11,0,9,0,10,9,10,50,4,50,5,30,1,1,0,100,0.1,Any,
Peter,Wild,M,60,Equal,1,UK,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,2,1,4,0,0,5,0,9,0,10,9,10,50,4,50,5,30,1,1,0,100,0.1,Any,
Akhmet,Dauletev,M,60,Equal,1,Kazakhstan,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,1,1,5,0,0,0,0,1,0,1,2,9,50,2,50,5,30,1,1,0,100,0.1,Any,
Yuri,Sadyrin,M,60,Two,2,RussianFederation,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,0,2,2,0,0,8,0,9,0,10,9,10,50,4,50,5,30,1,1,0,100,0.1,Any,
Ren,Zhizhao,M,60,Equal,2,China,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,5,6,9,0,0,0,0,9,0,10,9,10,50,4,50,5,30,1,1,0,100,0.1,Any,
Arianna,Piccolo,F,60,Two,2,Italy,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,1,3,9,0,0,0,0,10,0,5,7,2,50,4,50,5,30,1,1,0,100,0.1,Any,
Semi,Yong,F,61,Equal,1,SouthKorea,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,1,1,5,0,0,0,0,1,0,1,2,9,50,2,50,5,30,1,1,0,100,0.1,Any,
Bubba,Jones,M,61,One,1,UnitedStates,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,0,4,9,1,0,11,0,5,0,9,10,1,50,2,50,5,30,1,1,0,100,0.1,Any,
Su-ran,Kim,F,61,Equal,1,SouthKorea,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,2,3,8,0,0,0,0,5,0,3,2,9,50,2,50,5,30,1,1,0,100,0.1,Any,
Rolf,Lindroth,M,61,Equal,2,Sweden,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,2,3,8,0,0,0,0,5,0,3,2,9,50,2,50,5,30,1,1,0,100,0.1,Any,
Shin-wook,Kwon,M,61,Equal,2,SouthKorea,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,2,5,5,0,0,0,0,1,0,1,2,9,50,2,50,5,30,1,1,0,100,0.1,Any,
Ji-sung,Lee,M,61,Equal,2,SouthKorea,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,2,3,9,1,0,0,0,1,0,1,2,9,50,2,50,5,30,1,1,0,100,0.1,Any,
Zoi,Zerva,F,62,Equal,1,Cyprus,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,1,2,2,0,0,6,0,6,0,9,3,6,50,2,50,5,30,1,1,0,100,0.1,Any,
Claire,Talley,F,62,Equal,1,Canada,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,1,3,7,0,0,0,0,16,0,4,0,6,50,2,50,5,30,1,1,0,100,0.1,Any,
Marion,Fournier,F,62,Equal,1,France,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,1,4,0,0,0,6,0,16,0,4,0,6,50,2,50,5,30,1,1,0,100,0.1,Any,
Mike,Adams,M,62,Equal,2,Australia,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,4,1,7,0,0,0,0,14,0,8,9,9,50,2,50,5,30,1,1,0,100,0.1,Any,
Méline,Pires,F,62,Equal,2,France,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,1,5,5,1,0,0,0,16,0,4,0,6,50,2,50,5,30,1,1,0,100,0.1,Any,
Joanne,Coburn,F,62,Equal,2,UK,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,1,5,6,4,0,8,0,14,0,6,2,6,50,2,50,5,30,1,1,0,100,0.1,Any,
Tobias,Wallner,M,63,Equal,1,Austria,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,0,3,5,0,0,0,0,10,0,8,6,5,50,2,50,5,30,1,1,0,100,0.1,Any,
Alex,Baldwin,M,63,Equal,1,UK,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,1,3,3,1,0,0,0,14,0,6,2,6,50,2,50,5,30,1,1,0,100,0.1,Any,
Daniela,Benítez,F,63,Equal,1,Spain,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,4,1,9,0,0,0,0,15,0,7,1,5,50,2,50,5,30,1,1,0,100,0.1,Any,
Sophie,Harrison,F,63,Equal,2,UK,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,2,1,1,0,0,8,0,15,0,7,1,5,50,2,50,5,30,1,1,0,100,0.1,Any,
Maximilian,Schneider,M,63,Equal,2,Germany,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,2,5,1,3,0,0,0,9,0,7,1,4,50,2,50,5,30,1,1,0,100,0.1,Any,
Sujitra,Kunkorn,F,63,Equal,2,Thailand,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,4,4,9,2,0,0,0,15,0,7,1,5,50,2,50,5,30,1,1,0,100,0.1,Any,
Oronzo,Vial,M,,,,Italy,31/03/1996,,0,0,69,,,,,,,,,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,2,2,0,0,1,0,0,2,0,7,1,6,50,2,50,5,30,1,1,0,100,0.1,Any,
Axel,Dior,M,,,,France,31/03/1996,,0,0,69,,,,,,,,,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,0,2,8,0,0,11,0,9,0,10,9,10,50,4,50,5,30,1,1,0,100,0.1,Any,
Markus,Sauerbeck,M,,,,Germany,31/03/1996,,0,0,69,,,,,,,,,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,,0,50,80,160,5,,,,0,5,3,0,0,0,0,16,0,5,6,5,50,2,50,5,30,1,1,0,100,0.1,Any,
Pierce,Booth,M,,,,Australia,31/03/1996,,0,0,69,,,,,,,,,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,,0,50,80,160,5,,,,4,1,7,0,0,0,0,14,0,8,9,9,50,2,50,5,30,1,1,0,100,0.1,Any,
Vitaly,Volkov,M,,,,RussianFederation,31/03/1996,,0,0,69,,,,,,,,,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,,0,50,80,160,5,,,,0,3,5,0,0,0,0,10,0,8,6,5,50,2,50,5,30,1,1,0,100,0.1,Any,
Rita,Maibaum,F,,,,Germany,31/03/1996,,0,0,69,,,,,,,,,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,,0,50,80,160,5,,,,2,5,1,3,0,0,0,9,0,7,1,4,50,2,50,5,30,1,1,0,100,0.1,Any,
Esme,Murphy,F,,,,Ireland,31/03/1996,,0,0,69,,,,,,,,,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,,0,50,80,160,5,,,,4,1,9,0,0,0,0,15,0,7,1,5,50,2,50,5,30,1,1,0,100,0.1,Any,
Max,Schmidt,M,,,,Germany,31/03/1996,,0,0,69,,,,,,,,,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,,0,50,80,160,5,,,,1,3,3,1,0,7,0,6,0,10,10,3,50,2,50,5,30,1,1,0,100,0.1,Any,
Geraldo,Alvarez,M,,,,Peru,31/03/1996,,0,0,69,,,,,,,,,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,,0,50,80,160,5,,,,5,3,6,0,0,0,0,12,0,9,8,1,50,2,50,5,30,1,1,0,100,0.1,Any,
Connor,Chapman,M,,,,UK,31/03/1996,,0,0,69,,,,,,,,,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,,0,50,80,160,5,,,,5,6,7,0,0,0,0,11,0,8,4,0,50,2,50,5,30,1,1,0,100,0.1,Any,
Scott,Price,M,,,,NewZealand,31/03/1996,,0,0,69,,,,,,,,,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,,0,50,80,160,5,,,,2,2,1,0,0,0,0,8,0,4,7,0,50,2,50,5,30,1,1,0,100,0.1,Any,
Franky,Kinney,F,,,,Australia,31/03/1996,,0,0,69,,,,,,,,,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,,0,50,80,160,5,,,,2,4,7,0,0,0,0,12,0,4,9,8,50,2,50,5,30,1,1,0,100,0.1,Any,
Enriqua,Lara,F,,,,SriLanka,31/03/1996,,0,0,69,,,,,,,,,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,,0,50,80,160,5,,,,1,1,8,0,0,0,0,10,0,6,6,6,50,2,50,5,30,1,1,0,100,0.1,Any,
Ellie,Foster,F,,,,UK,31/03/1996,,0,0,69,,,,,,,,,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,,0,50,80,160,5,,,,4,6,8,0,0,4,0,6,0,6,2,4,50,2,50,5,30,1,1,0,100,0.1,Any,
Maisy,Jones,F,,,,UnitedStates,31/03/1996,,0,0,69,,,,,,,,,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,,0,50,80,160,5,,,,0,5,3,3,0,8,0,11,0,4,5,5,50,2,50,5,30,1,1,0,100,0.1,Any,
Max,Porter,M,,,,UK,31/03/1996,,0,0,69,,,,,,,,,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,,0,50,80,160,5,,,,2,5,8,0,0,0,0,7,0,8,8,9,50,2,50,5,30,1,1,0,100,0.1,Any,
Ollie,Ryan,M,,,,UK,31/03/1996,,0,0,69,,,,,,,,,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,,0,50,80,160,5,,,,5,2,8,0,0,0,0,10,0,7,7,5,50,2,50,5,30,1,1,0,100,0.1,Any,
Gaston,Renou,M,,,,France,31/03/1996,,0,0,69,,,,,,,,,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,,0,50,80,160,5,,,,0,2,8,0,0,1,0,5,0,7,6,7,50,2,50,5,30,1,1,0,100,0.1,Any,
Ellie,Marsh,F,,,,UK,31/03/1996,,0,0,69,,,,,,,,,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,,0,50,80,160,5,,,,2,3,9,0,0,2,0,12,0,4,7,0,50,2,50,5,30,1,1,0,100,0.1,Any,
Rina,Petri,F,,,,Italy,31/03/1996,,0,0,69,,,,,,,,,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,,0,50,80,160,5,,,,4,4,6,0,0,0,0,3,0,4,2,5,50,2,50,5,30,1,1,0,100,0.1,Any,
Alexei,Ivanenko,M,,,,Ukraine,31/03/1996,,0,0,69,,,,,,,,,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,,0,50,80,160,5,,,,2,3,2,1,0,5,0,0,0,8,0,10,50,2,50,5,30,1,1,0,100,0.1,Any,
Nathan,Deniau,M,,,,France,31/03/1996,,0,0,69,,,,,,,,,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,,0,50,80,160,5,,,,4,3,9,0,0,0,0,12,0,10,3,8,50,2,50,5,30,1,1,0,100,0.1,Any,
Ashley,Wilson,F,,,,Canada,31/03/1996,,0,0,69,,,,,,,,,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,,0,50,80,160,5,,,,0,4,9,0,1,11,0,5,0,9,6,0,50,2,50,5,30,1,1,0,100,0.1,Any,
Ray,Roberts,M,,,,UnitedStates,31/03/1996,,0,0,69,,,,,,,,,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,,0,50,80,160,5,,,,5,5,6,0,0,0,0,0,0,3,3,6,50,2,50,5,30,1,1,0,100,0.1,Any,
Lars,Ohlin,M,,,,Sweden,31/03/1996,,0,0,69,,,,,,,,,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,,0,50,80,160,5,,,,1,3,2,1,0,8,0,3,0,9,0,6,50,2,50,5,30,1,1,0,100,0.1,Any,
Luc,Cormier,M,,,,France,31/03/1996,,0,0,69,,,,,,,,,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,,0,50,80,160,5,,,,1,5,8,0,0,0,0,0,0,9,3,1,50,2,50,5,30,1,1,0,100,0.1,Any,
Falko,Engelhart,M,,,,Germany,31/03/1996,,0,0,69,,,,,,,,,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,,0,50,80,160,5,,,,0,4,8,2,0,0,0,16,0,5,6,5,50,2,50,5,30,1,1,0,100,0.1,Any,
Bobby,Stone Jr.,M,,,,UnitedStates,31/03/1996,,0,0,69,,,,,,,,,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,,0,50,80,160,5,,,,2,5,7,3,0,6,0,16,0,5,6,5,50,2,50,5,30,1,1,0,100,0.1,Any,
Winston,Margate,M,,,,UK,31/03/1996,,0,0,69,,,,,,,,,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,,0,50,80,160,5,,,,0,4,8,0,0,2,0,16,0,5,6,5,50,2,50,5,30,1,1,0,100,0.1,Any,
Danilo,Pereya,M,,,,Brazil,31/03/1996,,0,0,69,,,,,,,,,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,,0,50,80,160,5,,,,2,6,7,1,0,0,0,16,0,5,6,5,50,2,50,5,30,1,1,0,100,0.1,Any,
Sofia,Bukhalova,F,,,,Bulgaria,31/03/1996,,0,0,69,,,,,,,,,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,,0,50,80,160,5,,,,2,5,7,1,0,0,0,16,0,2,5,6,50,2,50,5,30,1,1,0,100,0.1,Any,
Boris,Vyhovsky,M,,,,Ukraine,31/03/1996,,0,0,69,,,,,,,,,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,,0,50,80,160,5,,,,1,4,9,0,0,0,0,5,0,9,10,1,50,2,50,5,30,1,1,0,100,0.1,Any,
Felipe,Nunes,M,,,,Brazil,31/03/1996,,0,0,69,,,,,,,,,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,,0,50,80,160,5,,,,0,2,8,0,0,0,0,5,0,6,5,3,50,1,50,5,30,1,1,0,100,0.1,Any,
Petra,Schober,F,,,,Germany,31/03/1996,,0,0,69,,,,,,,,,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,,0,50,80,160,5,,,,1,3,4,0,0,1,0,16,0,5,6,5,50,2,50,5,30,1,1,0,100,0.1,Any,
Gonzalo,Agramonte,M,,,,Spain,31/03/1996,,0,0,69,,,,,,,,,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,,0,50,80,160,5,,,,2,6,8,1,0,0,0,16,0,9,10,1,50,2,50,5,30,1,1,0,100,0.1,Any,
Lola,Marsh,F,,,,UK,31/03/1996,,0,0,69,,,,,,,,,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,,0,50,80,160,5,,,,0,2,1,0,0,0,0,16,0,5,6,5,50,2,50,5,30,1,1,0,100,0.1,Any,
Sara,Thomas,F,,,,Ireland,31/03/1996,,0,0,69,,,,,,,,,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,,0,50,80,160,5,,,,0,1,3,0,0,0,0,13,0,6,8,8,50,2,50,5,30,1,1,0,100,0.1,Any,
